Family,Binomial,Title,Author,Volume,Year,Page,In key,Binomial only,Binomial with occurrence record(s)/specimens,In synonymy,Unstructured diagnosis (comparative),Structured description,Habitat description,Ocurrence,Range description,Image
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.4 (1857),1857,Page 1074,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.4 (1857),1857,Page 1090,,list,,,,,yes,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.14 (1867),1867,Page 132,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.14 (1867),1867,Page 274,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.14 (1867),1867,Page 285,,text,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.22 (1875),1875,Page 57,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.22 (1875),1875,Page 72,,,yes,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.39 (1892),1892,Page LXXII,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.47 (1900),1900,Page 246,,text,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.53 (1906),1906,Page CXLII,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.53 (1906),1906,Page CXLVI,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.53 (1906),1906,Page CLVIII,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.53 (1906),1906,Page CLXXVI,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.56 (1909),1909,Page CLXXXVII,,text,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.56 (1909),1909,Page CCIV,,,yes,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.58 (1911),1911,Page 625,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.68 (1921),1921,Page 252,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de l'Herbier Boissier. ,Herbier Boissier.,ser.2 v.3 1902-1903,1893-1908,Page 1201,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de l'Herbier Boissier. ,Herbier Boissier.,ser.2 v.6 1906,1893-1908,Page 98,,text,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de l'Herbier Boissier. ,Herbier Boissier.,ser.2 v.6 1906,1893-1908,Page 1076,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de l'Herbier Boissier. ,Herbier Boissier.,ser.2 v.7 1907,1893-1908,Page 1065,,list,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin du Muséum national d'histoire naturelle. ,Muséum national d'histoire naturelle (France),ser.2:t.3 (1931),1931,p. 529,,,yes,,,,,,,
Leguminosae,Trigonella anguina,Bulletin du Muséum national d'histoire naturelle. ,Muséum national d'histoire naturelle (France),ser.2:t.4:no.5-8 (1932),1932,Page 769,,text,,,,,,,,
Leguminosae,Trigonella anguina,Compte Rendu de la Association Française pour l'Avancement des Sciences. ,Association française pour l'avancement des sciences.,ses. 42,1872,Page 305,,,yes,,,,,,,
Leguminosae,Trigonella anguina,"Description de l'Égypte, ou, Recueil des observations et des recherches qui ont été faites en Égypte pendant l'expédition de l'armée française. ","France. Commission des sciences et arts d'Egypte.Blondeau, Alexandre, Fourier, Jean Baptiste Joseph, baron, Jacotin, Pierre, Jollois, Jean Baptiste Prosper, Jomard, Edme-François, Monge, Gaspard, Napoleon Emperor of the French, Tresca, Salvadore,  Villoteau, Guillaume André, France. Armée. Armée d'Orient (1798-1801) Institut d'Egypte (1798-1801)",t.2 (1817) [Histoire naturelle Text],1817,Page 254,,,,,,[French] yes,,yes,,
Leguminosae,Trigonella anguina,"The ethnobotany of southern Balochistan, Pakistan : with particular reference to medicinal plants / ","Goodman, Steven M., Ghafoor, Abdul.",n.s. no.31 (1992),1992,Page 23,,,yes,,,,,,,
Leguminosae,Trigonella anguina,"The ethnobotany of southern Balochistan, Pakistan : with particular reference to medicinal plants / ","Goodman, Steven M., Ghafoor, Abdul.",n.s. no.31 (1992),1992,Page 84,,index,,,,,,,,
Leguminosae,Trigonella anguina,"Flora Orientalis : sive, Enumeratio plantarum in Oriente a Graecia et Aegypto ad Indiae fines hucusque observatarum / ","Boissier, Edmond,Buser, Robert,",2,1867,Page 86,,,,,[Latin],,yes,,,
Leguminosae,Trigonella anguina,Flore d'Egypte :explanation des planches / ,"Raffeneau-Delile, Alire,",Text,1813,Page 110,,,,,,[French] yes,yes,,,
Leguminosae,Trigonella anguina,"Herborisations au Levant : Égypte, Syrie et Méditerranée / ","Barbey-Boissier, Caroline,Barbey, William,",(go to volume),1882,Page 18,,list,,,,,,,,
Leguminosae,Trigonella anguina,"Les îles Canaries. Flore de l'archipel, ","Pitard, Charles Joseph, Proust, Louis,",(go to volume),1908,Page 157,,,,,,,yes,,yes,
Leguminosae,Trigonella anguina,"Les îles Canaries. Flore de l'archipel, ","Pitard, Charles Joseph, Proust, Louis,",(go to volume),1908,Page 501,,list,,,,,,,,
Leguminosae,Trigonella anguina,"Index Kewensis. Supplement twenty one, Names of seed-bearing plants at the rank of family and below published between January 1996 and the end of 2000 with some omissions from earlier years / Supplement twenty one, Names of seed-bearing plants at the rank of family and below published between January 1996 and the end of 2000 with some omissions from earlier years /","Royal Botanic Gardens, Kew.  Challis, Katherine May Davies, Rosemary Anne, Royal Botanic Gardens, Kew. Herbarium",Suppl. 21,,Page 221,,list,,,,,,,,
Leguminosae,Trigonella anguina,Iter Turcico-Persicum. Plantarum collectaum enumeratio / pt. 1-5 : pt. 1-5 : ,"Nábĕlek, František",Pars. I,1923,Page 67,,,,,,,[Latin],,,
Leguminosae,Trigonella anguina,Journal de botanique. ,,t. 2 (1888),1888,Page 101,,list,,,,,,,,
Leguminosae,Trigonella anguina,Journal de botanique. ,,t. 2 (1888),1888,Page 197,,list,,,,,,,,
Leguminosae,Trigonella anguina,Journal für Ornithologie. ,"Allgemeine Deutsche Ornithologische Gesellschaft. Deutsche Ornithologen-Gesellschaft, Deutsche Ornithologische Gesellschaft",Jahrg.65;Suppl.Jahrg.65 (1917),1917,Page 254,,[German] text,,,,,,,,
Leguminosae,Trigonella anguina,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 21, Abt. 2 (1893)",1893,Page 252,,[Latin]text,,,,,,,,
Leguminosae,Trigonella anguina,Lotos : Zeitschrift für Naturwissenschaften. ,"Deutscher Naturwissenschaftlich-Medizinischer Verein für Böhmen ""Lotos.""",Vol. 9,1859,Page 133,,[German]text,,,,,,,,
Leguminosae,Trigonella anguina,Mémoires présentés à l'Institut égyptien. ,Institut égyptien.,v.2 (1899),1899,Page 61,,list,,,,,,,,
Leguminosae,Trigonella anguina,Mitteilungen der Botanischen Staatssammlung München. ,"Suessenguth, Karl, Botanische Staatssammlung München.",v.11 (1973-1974),1973-1974,Page 147??,,,,,,,,,,
Leguminosae,Trigonella anguina,Mitteilungen der Botanischen Staatssammlung München. ,"Suessenguth, Karl, Botanische Staatssammlung München.",v.11 (1973-1974),1973-1974,Page 148,,,yes,,,,,,,
Leguminosae,Trigonella anguina,"Nomenclator botanicus, seu, Synonymia plantarum universalis :enumerans ordine alphabetico nomina atque synonyma, tum generica tum specifica, et a Linnaeo et a recentioribus de re botanica scriptoribus plantis phanerogamis imposita / ","Steudel, Ernst Gottlieb,Cotta, J. G.",v.1-2,1841,Page 709,,list,,,,,,,,
Leguminosae,Trigonella anguina,Nouvelles archives du Muséum d'histoire naturelle. ,Muséum national d'histoire naturelle (France),"ser. 2, t. 5 (1883)",1883,Page 139,,,,,,,[German],,,
Leguminosae,Trigonella anguina,Nuovi annali delle scienze naturali. ,,t.7 (1842),1842,Page 141,,list,,,,,,,,
Leguminosae,Trigonella anguina,"Die Pflanzenwelt Afrikas, insbesondere seiner tropischen Gebiete : Grundzge der Pflanzenverbreitung im Afrika und die Charakterpflanzen Afrikas / ","Engler, Adolf,",v.01 pt.02-03,1910,Page 824,,text,,,,,,,,
Leguminosae,Trigonella anguina,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.), Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.131-150 (1942-1951),1942-1951,Page 17,,,,,yes,,,,,
Leguminosae,Trigonella anguina,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.), Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.161-163 (1958-1964),1958-1964,Page 135,,,yes,,,,,,,
Leguminosae,Trigonella anguina,Plant inventory; plant material introduced. ,"Agricultural Research Center (Beltsville, Md.), Agricultural Research Center-West (U.S.). Northeastern Region. United States. Agricultural Research Service. Horticultural Crops Research Branch. United States. Science and Education Administration. Federal Research.",no.161-163 (1958-1964),1958-1964,Page 177,,,,,yes,,yes,,,
Leguminosae,Trigonella anguina,Plantae quaedam niloticae : quas in itinere cum divo Adalberto libero barone de Barnim facto collegit Robertus Hartmann / ,"Schweinfurth, Georg August, Barnim, Adalbert Johann Baptist von, baron. Hartmann, Eduard von,",(go to volume),1862,Page 258,,list,,,,,,,,
Leguminosae,Trigonella anguina,Die Vegetation der Erde :Sammlung pflanzengeographischer Monographien / ,"Engler, Adolf, Drude, Oscar,",v. 9 pt. 1 no. 1,1910,Page 48,,text,,,,,,,,
Leguminosae,Trigonella anguina,Die Vegetation der Erde :Sammlung pflanzengeographischer Monographien / ,"Engler, Adolf, Drude, Oscar,",v. 9 pt. 1 no. 2-3,1910,Page 824,,text,,,,,,,,
Leguminosae,Trigonella anguina,Verhandlungen des Botanischen Vereins für die Provinz Brandenburg. ,Botanischer Verein der Provinz Brandenburg.,Jahrg.23 1882,1871-1980,Page 71,,text,,,,,,,,
Leguminosae,Trigonella anguina,Věstník Královské české společnosti náuk. Třída mathematicko-přírodovědecká = Sitzungsberichte der Königl. Böhmischen Gesellschaft der Wissenschaften. Mathematisch-naturwissenschaftliche Classe. ,Královská ceská spolecnost nauk. Trída mathematiko-prírodovedecká.,1887,1887,Page 354,,text,,,,,,,,
Leguminosae,Trigonella anguina,Zeitschrift für Botanik. ,,jahr.3 1911,1911,Page 254,,text,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France) Société botanique de France.,v.4 (1857),1857,Page 466,,text,,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France) Société botanique de France.,v.22 (1875),1875,Page 72,,,yes,,,,,,,
Leguminosae,Trigonella anguina,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France) Société botanique de France.,v.39 (1892),1892,Page LXXII,,list,,,,,,,,
Leguminosae,Trigonella anguina,"A general system of gardening and botany. Founded upon Miller's Gardener's dictionary, and arranged according to the natural system. ","Don, George,Miller, Philip,",v.2 (1832),1832,Page 175,,,,,yes,,,yes,,
Leguminosae,Trigonella anguina,"Isis, oder, Encyclopädische Zeitung von Oken. ","Oken, Lorenz,",Bd.2-3=Jahrgang 1818:Bd.1-2:Heft.1-12 (1818),1818,Page 1531,,list,,,,,,,,
Leguminosae,Vachellia nilotica,Novon a journal of botanical nomenclature from the Missouri Botanical Garden. ,Missouri Botanical Garden.,v. 23 2014,2014,Page 104,,,,,,,,,,specimen
Leguminosae,Vachellia nilotica,Novon a journal of botanical nomenclature from the Missouri Botanical Garden. ,Missouri Botanical Garden.,v. 23 2014,2014,Page 107,,,,,,,,,,specimen
Leguminosae,Vachellia nilotica,Novon a journal of botanical nomenclature from the Missouri Botanical Garden. ,Missouri Botanical Garden.,v. 23 2014,2014,Page 509,,index,,,,,,,,
Leguminosae,Vachellia nilotica,Phytologia. ,"Gleason, Henry A. Gleason, Henry A. (Henry Allan), Moldenke, Alma L. (Alma Lance), Moldenke, Alma Lance. Moldenke, Harold N. (Harold Norman),",v.88 no.1 (2006),2006,Page 47,,clade,,,,,,,,
Leguminosae,Vachellia nilotica,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 467,,list,,,,,,,"yes ""next page""",
Leguminosae,Vachellia nilotica,The Gardens' bulletin Singapore. Vol. 67(1). Vol. 67(1). ,Botanic Gardens (Singapore)National Parks Board (Singapore),(go to volume),2015,237,,text,,,,,,,,
Malvaceae,Gossypium anomalum,"L'Afrique centrale française. Récit du voyage de la mission, ","Chevalier, Auguste, Mission scientifique Chari-Lac Tchad.",(go to volume),1907,Page 732,,[French] text,,,,,,,,
Malvaceae,Gossypium anomalum,"Allgemeine botanische Zeitschrift für Systematik, Floristik, Pflanzengeographie etc. ","Kneucker, A.",Jahrg. 1 (1895),1895,(go to page),,text,,,,,,,,
Malvaceae,Gossypium anomalum,Annals of the Missouri Botanical Garden ,Henry Shaw School of Botany. Graduate Laboratory.Missouri Botanical Garden.,v.56 (1969),1969,Page 241,,list,,,,,,,,
Malvaceae,Gossypium anomalum,Apuntes de botánica médica / ,"Durañona, Lucio.Domínguez, Juan A.",v. 2,1904,Page 273,,,,,[Spanish],,,,,
Malvaceae,Gossypium anomalum,Beihefte zum botanischen Centralblatt. ,,Bd. 5-6,1891,Page 191,,text,,,,,,,,
Malvaceae,Gossypium anomalum,"Beihefte zum Botanischen Centralblatt. Abteilung B, Systematik, Pflanzengeographie, angewandte Botanik, etc. Abteilung B, Systematik, Pflanzengeographie, angewandte Botanik, etc.",,v.5(1895),1895,Page 14,,reference,,,,,,,,
Malvaceae,Gossypium anomalum,"Beihefte zum Botanischen Centralblatt. Abteilung B, Systematik, Pflanzengeographie, angewandte Botanik, etc. Abteilung B, Systematik, Pflanzengeographie, angewandte Botanik, etc.",,v.5(1895),1895,Page 191,,text,,,,,,,,
Malvaceae,Gossypium anomalum,Beiträge zur Kulturgeschichte von Ostafrika : allgemeine Betrachtungen und Studien über die Einführung und wirtschaftliche Bedeutung der Nutzpflanzen und Haustiere mit besonderer Berücksichtigung von Deutsch-Ostafrika / ,"Stuhlmann, Franz,Stuhlmann, Franz.",(go to volume),1909,Page 893,,reference,,,,,,,,
Malvaceae,Gossypium anomalum,"Botanical Museum leaflets, Harvard University. ",Harvard University. Botanical Museum.,v. 20 1962-64,1962-1964,Page 215,,text,,,,,,,,
Malvaceae,Gossypium anomalum,"Botanical Museum leaflets, Harvard University. ",Harvard University. Botanical Museum.,v. 20 1962-64,1962-1964,Page 216,,table,,,,,,,,
Malvaceae,Gossypium anomalum,"Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie. ","Engler, Adolf,",v.19(1894-1895),1894-1895,(go to page),,text,,,,,,,,
Malvaceae,Gossypium anomalum,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.19 (1895),1895,Page IV,,index,,,,,,,,
Malvaceae,Gossypium anomalum,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.19 (1895),1895,Page 1,,text,,,,,,,,
Malvaceae,Gossypium anomalum,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.19 (1895),1895,Page 2,,list,,,,,,,,
Malvaceae,Gossypium anomalum,"Botanische Jahrbücher fur Systematik, Pflanzengeschichte und Pflanzengeographie. ",,v.20 (1895),1895,Page 18,,text,,,,,,,,
Malvaceae,Gossypium anomalum,Botanische Zeitung. ,"Mohl, Hugo von,Schlechtendal, D. F. L. von (Diedrich Franz Leonhard von),",Jahrg.53 (1895),1895,Column XXXIII,,list,,,,,,,,
Malvaceae,Gossypium anomalum,Botanische Zeitung. ,"Mohl, Hugo von,Schlechtendal, D. F. L. von (Diedrich Franz Leonhard von),",Jahrg.53 (1895),1895,Column 47,,list,,,,,,,,
Malvaceae,Gossypium anomalum,Botanisches Zentralblatt; referierendes Organ für das Gesamtgebiet der Botanik. ,"Association internationale des botanistes., Botanischer Verein, Munich. Botaniska sällskapet, Stockholm. Deutsche Botanische Gesellschaft.","jahrg. 16, bd. 61 (1895)",1895,Page 172,,reference,,,,,,,,
Malvaceae,Gossypium anomalum,Botanisches Zentralblatt; referierendes Organ für das Gesamtgebiet der Botanik. ,"Association internationale des botanistes., Botanischer Verein, Munich. Botaniska sällskapet, Stockholm. Deutsche Botanische Gesellschaft.","jahrg. 16, bd. 62 (1895)",1895,(go to page),,index,,,,,,,,
Malvaceae,Gossypium anomalum,The Bradley bibliography; a guide to the literature of the woody plants of the world published before the beginning of the twentieth century; ,"Rehder, Alfred,Sargent, Charles Sprague,",v.2,1911-1918,Page 522,,reference,,,,,,,,
